,rand_smi,cano_smi,Y
1674,C(P(OCC(C)C)(=S)OP(OCC)(=O)OCC)Cl,CCOP(=O)(OCC)OP(=S)(CCl)OCC(C)C,3.789
1675,ClC(SP(OCC)(OCC)=O)=CCl,CCOP(=O)(OCC)SC(Cl)=CCl,3.247
1676,C(C)OP(SC(Cl)C(Cl)Cl)(=O)OCC,CCOP(=O)(OCC)SC(Cl)C(Cl)Cl,5.081
1677,O(CC)P(SC(P(=O)(OCC)OCC)(P(OCC)(OCC)=O)P(=O)(OCC)OCC)(=O)OCC,CCOP(=O)(OCC)SC(P(=O)(OCC)OCC)(P(=O)(OCC)OCC)P(=O)(OCC)OCC,4.325
1678,C(OP(OCC)(SC=C(Cl)Cl)=O)C,CCOP(=O)(OCC)SC=C(Cl)Cl,5.18
1679,Clc1c(Cl)c(Cl)c(c(SP(=O)(OCC)OCC)c1Cl)Cl,CCOP(=O)(OCC)Sc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.656
1680,O=P(Sc1ccc(cc1)[N+](=O)[O-])(OCC)OCC,CCOP(=O)(OCC)Sc1ccc([N+](=O)[O-])cc1,4.82
1681,S(C1C(=O)OCC1)P(OCC)(OCC)=O,CCOP(=O)(OCC)SC1CCOC1=O,3.007
1682,C1(CS(CC1SP(OCC)(=O)OCC)=O)Cl,CCOP(=O)(OCC)SC1CS(=O)CC1Cl,4.144
1683,S(P(OCC)(=O)OCC)CC#C,C#CCSP(=O)(OCC)OCC,4.063
1684,CC(NC(=O)CSP(OCC)(=O)OCC)(C)C#N,CCOP(=O)(OCC)SCC(=O)NC(C)(C)C#N,4.925
1685,CCSC(CSP(=O)(OCC)OCC)(SCC)C,CCOP(=O)(OCC)SCC(C)(SCC)SCC,4.346
1686,CC1(CSP(=O)(OCC)OCC)SCCS1,CCOP(=O)(OCC)SCC1(C)SCCS1,4.033
1687,O(CC)P(OCC)(=O)SCc1ccccc1,CCOP(=O)(OCC)SCc1ccccc1,2.596
1688,P(SCCN(CC)CC)(OCC)(OCC)=O,CCOP(=O)(OCC)SCCN(CC)CC,4.912
1689,S(CCS(CC)(=O)=O)P(OCC)(OCC)=O,CCOP(=O)(OCC)SCCS(=O)(=O)CC,5.184
1690,C(CS(CC)=O)SP(OCC)(=O)OCC,CCOP(=O)(OCC)SCCS(=O)CC,5.1370000000000005
1691,S(P(OCC)(=O)OCC)CCSCC,CCOP(=O)(OCC)SCCSCC,5.236000000000001
1692,c12C(=O)N(C(c2cccc1)=O)CSP(OCC)(OCC)=O,CCOP(=O)(OCC)SCN1C(=O)c2ccccc2C1=O,4.476
1693,O=S(=O)(CSP(OCC)(=O)OCC)CC,CCOP(=O)(OCC)SCS(=O)(=O)CC,5.742000000000001
1694,C(C)OP(SCS(=O)CC)(=O)OCC,CCOP(=O)(OCC)SCS(=O)CC,5.415
1695,S(CSc1c(ccc(Cl)c1)Cl)P(OCC)(=O)OCC,CCOP(=O)(OCC)SCSc1cc(Cl)ccc1Cl,3.978
1696,CCSCSP(OCC)(=O)OCC,CCOP(=O)(OCC)SCSCC,5.99
1697,CCOP(N(C)C)(OP(N(C)C)(OCC)=O)=O,CCOP(=O)(OP(=O)(OCC)N(C)C)N(C)C,4.3660000000000005
1698,c1ccccc1SP(OCC)(Sc1ccccc1)=O,CCOP(=O)(Sc1ccccc1)Sc1ccccc1,3.492
1699,O(c1c(ccc(Cl)c1)Cl)P(=S)(CC)OCC,CCOP(=S)(CC)Oc1cc(Cl)ccc1Cl,4.197
1700,c1(Cl)c(OP(CC)(OCC)=S)cc(c(c1)Br)Cl,CCOP(=S)(CC)Oc1cc(Cl)c(Br)cc1Cl,4.033
1701,O(P(Oc1c(cc(c(c1)Cl)Cl)Cl)(=S)CC)CC,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,4.347
1702,Cc1c([N+](=O)[O-])ccc(c1)OP(OCC)(=S)CC,CCOP(=S)(CC)Oc1ccc([N+](=O)[O-])c(C)c1,4.461
1703,O(CC)P(CC)(Oc1ccc(cc1)S(C)=O)=S,CCOP(=S)(CC)Oc1ccc(S(C)=O)cc1,5.0680000000000005
1704,[N+]([O-])(=O)c1ccc(c(c1)Cl)OP(CC)(=S)OCC,CCOP(=S)(CC)Oc1ccc([N+](=O)[O-])cc1Cl,4.129
1705,C(C)P(=S)(Oc1ccc(Cl)cc1)OCC,CCOP(=S)(CC)Oc1ccc(Cl)cc1,3.445
1706,c1cc(cc(Cl)c1OP(OCC)(=S)CC)Cl,CCOP(=S)(CC)Oc1ccc(Cl)cc1Cl,4.078
1707,CCP(=S)(OCC)Sc1ccc(cc1)C,CCOP(=S)(CC)Sc1ccc(C)cc1,3.753
1708,CC(C)(C)c1ccc(cc1)SP(=S)(OCC)CC,CCOP(=S)(CC)Sc1ccc(C(C)(C)C)cc1,3.3310000000000004
1709,Clc1ccc(SP(OCC)(=S)CC)cc1C,CCOP(=S)(CC)Sc1ccc(Cl)c(C)c1,3.67
1710,c1cc(Cl)ccc1SP(CC)(=S)OCC,CCOP(=S)(CC)Sc1ccc(Cl)cc1,4.939
1711,c1ccccc1SP(=S)(OCC)CC,CCOP(=S)(CC)Sc1ccccc1,4.914
1712,S(P(CC)(=S)OCC)c1ccccc1C,CCOP(=S)(CC)Sc1ccccc1C,3.782
1713,c1ccc2c(c1)C(=O)N(C2=O)CSP(OCC)(=S)CC,CCOP(=S)(CC)SCN1C(=O)c2ccccc2C1=O,4.372
1714,Clc1ccc(OCSP(CC)(=S)OCC)c(Cl)c1,CCOP(=S)(CC)SCOc1ccc(Cl)cc1Cl,3.489
1715,c1(ccc(cc1)Cl)SCSP(OCC)(=S)CC,CCOP(=S)(CC)SCSc1ccc(Cl)cc1,4.284
1716,CCOP(SCSCSP(OCC)(=S)CC)(CC)=S,CCOP(=S)(CC)SCSCSP(=S)(CC)OCC,5.239
1717,P(CCl)(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,CCOP(=S)(CCl)Oc1ccc([N+](=O)[O-])cc1,3.367
1718,N#Cc1ccc(c(c1)OC)OP(CCl)(OCC)=S,CCOP(=S)(CCl)Oc1ccc(C#N)cc1OC,3.634
1719,C(C)OP(=S)(CCl)Sc1ccc(cc1)C,CCOP(=S)(CCl)Sc1ccc(C)cc1,2.922
1720,N(C(C)C)P(Oc1c(cccc1)C(=O)OC(C)C)(=S)OCC,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,4.091
1721,CC(CC)NP(OCC)(=S)Oc1c(ccc(c1)C)[N+](=O)[O-],CCOP(=S)(NC(C)CC)Oc1cc(C)ccc1[N+](=O)[O-],2.92
1722,c1cc(OP(OCC)(=S)NC)cc(C)c1SC,CCOP(=S)(NC)Oc1ccc(SC)c(C)c1,4.765
1723,O=C1N(C(=O)c2ccccc21)OP(OC(C)C)(=S)OCC,CCOP(=S)(OC(C)C)ON1C(=O)c2ccccc2C1=O,3.12
1724,O(CC)P(=S)(Sc1nc(cc(n1)C)C)OC(C)C,CCOP(=S)(OC(C)C)Sc1nc(C)cc(C)n1,3.654
1725,c1c2c(ccc1)C(N(CSP(OCC)(OC(C)C)=S)C2=O)=O,CCOP(=S)(OC(C)C)SCN1C(=O)c2ccccc2C1=O,3.857
1726,c1c(c(Cl)cc(c1OP(=S)(OCC)OC)Cl)Cl,CCOP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,3.029
1727,O(C)P(=S)(OCC)SCN1C(=O)c2c(cccc2)C1=O,CCOP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,3.821
1728,c1(ccc(OP(OCC)(=S)c2ccccc2)cc1)C#N,CCOP(=S)(Oc1ccc(C#N)cc1)c1ccccc1,4.027
1729,O(c1ccc([N+](=O)[O-])cc1)P(c1ccccc1)(=S)OCC,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,4.665
1730,c1c([N+](=O)[O-])ccc(OP(OCC)(=S)Oc2ccc([N+](=O)[O-])cc2)c1,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)Oc1ccc([N+](=O)[O-])cc1,3.759
1731,C(OP(OCC)(N=C1SCCS1)=S)C,CCOP(=S)(N=C1SCCS1)OCC,4.287
1732,P(N1C(=O)c2ccccc2C1=O)(OCC)(=S)OCC,CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,1.783
1733,c1(c(ccc(c1)Cl)Cl)C(=CCl)OP(OCC)(OCC)=S,CCOP(=S)(OCC)OC(=CCl)c1cc(Cl)ccc1Cl,3.952
1734,c1(Cl)cc(ccc1C(=CCl)OP(=S)(OCC)OCC)Cl,CCOP(=S)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,4.575
1735,c1(Cl)c(cc(Cl)c(c1)OP(=S)(OCC)OCC)SC,CCOP(=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl,4.444
1736,c1(c(cc(cc1C)OP(=S)(OCC)OCC)C)SC,CCOP(=S)(OCC)Oc1cc(C)c(SC)c(C)c1,2.932
1737,P(OCC)(OCC)(Oc1cc(C)c(cc1)SC)=S,CCOP(=S)(OCC)Oc1ccc(SC)c(C)c1,4.34
1738,c12ccccc1nc(cc2OP(OCC)(OCC)=S)C,CCOP(=S)(OCC)Oc1cc(C)nc2ccccc12,3.794
1739,c1c(c(cc(c1Cl)OP(OCC)(=S)OCC)Cl)Br,CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,3.88
1740,c1(ccc(OP(OCC)(=S)OCC)cc1Cl)[N+]([O-])=O,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])c(Cl)c1,3.814
1741,O(P(OCC)(=S)OCC)c1ccc([N+]([O-])=O)cc1,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,5.162999999999999
1742,S(c1ccc(cc1)OP(OCC)(OCC)=S)(=O)C,CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,5.188
1743,P(=S)(Oc1c(cc(cc1)[N+]([O-])=O)Cl)(OCC)OCC,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1Cl,4.513
1744,CCOP(Oc1ccc(cc1Cl)Cl)(OCC)=S,CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,3.263
1745,c1c(ccc(OP(=S)(OCC)OCC)c1)N,CCOP(=S)(OCC)Oc1ccc(N)cc1,2.764
1746,c12cc(OP(OCC)(=S)OCC)ccc2c(C)cc(o1)=O,CCOP(=S)(OCC)Oc1ccc2c(C)cc(=O)oc2c1,4.349
1747,c1(C)c(c(oc2cc(ccc21)OP(=S)(OCC)OCC)=O)Cl,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,4.446000000000001
1748,C1Cc2c(oc3cc(OP(=S)(OCC)OCC)ccc3c2CC1)=O,CCOP(=S)(OCC)Oc1ccc2c3c(c(=O)oc2c1)CCCC3,3.74
1749,O(P(=S)(OCC)OCC)c1cc2ccccc2oc1=O,CCOP(=S)(OCC)Oc1cc2ccccc2oc1=O,4.383
1750,O(P(Oc1cnc2ccccc2n1)(OCC)=S)CC,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,4.06
1751,c1nc(OP(=S)(OCC)OCC)cnc1,CCOP(=S)(OCC)Oc1cnccn1,4.851
1752,CCOP(OCC)(=S)Oc1cc(C)nc(n1)C(C)C,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,3.664
1753,C(N(c1nc(OP(OCC)(OCC)=S)cc(n1)C)CC)C,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,3.377
1754,CCOP(OCC)(=S)Oc1nc(Cl)c(cc1Cl)Cl,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,3.631
1755,C(OP(=S)(OCC)Oc1nc(ccc1)F)C,CCOP(=S)(OCC)Oc1cccc(F)n1,4.343999999999999
1756,c1(-n2c(ccc(OP(OCC)(OCC)=S)n2)=O)ccccc1,CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,2.6460000000000004
1757,C(C)OP(OCC)(Oc1nc(Cl)n(C(C)C)n1)=S,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,3.895
1758,c1(ccccc1)-n1nc(nc1)OP(=S)(OCC)OCC,CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,3.69
1759,CCOP(Oc1cc([nH]n1)C)(=S)OCC,CCOP(=S)(OCC)Oc1cc(C)[nH]n1,4.319
1760,o1nc(OP(OCC)(OCC)=S)cc1-c1ccccc1,CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1,3.447
1761,S(=O)(=O)(CCOP(=S)(OCC)OCC)CC,CCOP(=S)(OCC)OCCS(=O)(=O)CC,3.509
1762,O(CCS(CC)=O)P(OCC)(OCC)=S,CCOP(=S)(OCC)OCCS(=O)CC,3.438
1763,O(CCSCC)P(OCC)(OCC)=S,CCOP(=S)(OCC)OCCSCC,4.537
1764,CCOP(OCC)(=S)ON=C(c1ccccc1)C#N,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,2.998
1765,N1(OP(OCC)(OCC)=S)C(c2cccc3c2c(ccc3)C1=O)=O,CCOP(=S)(OCC)ON1C(=O)c2cccc3cccc(c23)C1=O,2.864
1766,O(CC)P(OP(=S)(OCC)OCC)(OCC)=S,CCOP(=S)(OCC)OP(=S)(OCC)OCC,4.809
1767,c1c(cccc1)C(SP(=S)(OCC)OCC)C#N,CCOP(=S)(OCC)SC(C#N)c1ccccc1,3.479
1768,CCOP(OCC)(SC(=CC(=O)OC)C(OC)=O)=S,CCOP(=S)(OCC)SC(=CC(=O)OC)C(=O)OC,3.613
1769,C(SP(=S)(OCC)OCC)(C(=O)OCCF)c1ccccc1,CCOP(=S)(OCC)SC(C(=O)OCCF)c1ccccc1,4.865
1770,S(P(OCC)(=S)OCC)C(c1ccccc1)c1ccc(Cl)cc1,CCOP(=S)(OCC)SC(c1ccccc1)c1ccc(Cl)cc1,1.588
1771,P(=S)(OCC)(SC(CBr)N1C(c2c(C1=O)cccc2)=O)OCC,CCOP(=S)(OCC)SC(CBr)N1C(=O)c2ccccc2C1=O,4.386
1772,CCOP(SC(N1C(=O)c2c(cccc2)C1=O)CCl)(=S)OCC,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,4.896
1773,CCOP(OCC)(Sc1ccc(C)cc1)=S,CCOP(=S)(OCC)Sc1ccc(C)cc1,2.942
1774,CCOP(=S)(Sc1nc(cc(n1)C)C)OCC,CCOP(=S)(OCC)Sc1nc(C)cc(C)n1,3.695
1775,C(C)OP(OCC)(SC1CCC2C=CCC1S2)=S,CCOP(=S)(OCC)SC1CCC2C=CCC1S2,3.365
1776,P(SC1CCOC1=O)(OCC)(OCC)=S,CCOP(=S)(OCC)SC1CCOC1=O,2.432
1777,C(C)OP(=S)(OCC)SC1CCSC1,CCOP(=S)(OCC)SC1CCSC1,4.134
1778,O(P(=S)(OCC)SC1SCCOC1)CC,CCOP(=S)(OCC)SC1COCCS1,4.9830000000000005
1779,P(OCC)(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,4.3580000000000005
1780,C(C)OP(SCC(N(C(=O)N)C)=O)(=S)OCC,CCOP(=S)(OCC)SCC(=O)N(C)C(N)=O,4.273
1781,C(CSP(OCC)(=S)OCC)(N(CC=C)CC=C)=O,C=CCN(CC=C)C(=O)CSP(=S)(OCC)OCC,3.829
1782,N(CCC#N)(C(CSP(OCC)(=S)OCC)=O)c1ccccc1,CCOP(=S)(OCC)SCC(=O)N(CCC#N)c1ccccc1,4.395
1783,O(P(SCC(=O)NC(C)C)(OCC)=S)CC,CCOP(=S)(OCC)SCC(=O)NC(C)C,4.552
1784,O(P(SCC(=O)OC)(OCC)=S)CC,CCOP(=S)(OCC)SCC(=O)OC,2.412
1785,O(P(=S)(OCC)SCC(N)=O)CC,CCOP(=S)(OCC)SCC(N)=O,4.386
1786,c1ccc(cc1[N+]([O-])=O)CSP(=S)(OCC)OCC,CCOP(=S)(OCC)SCc1cccc([N+](=O)[O-])c1,3.109
1787,c1cc(ccc1CSP(OCC)(=S)OCC)[N+](=O)[O-],CCOP(=S)(OCC)SCc1ccc([N+](=O)[O-])cc1,3.507
1788,C(SP(OCC)(=S)OCC)CC(F)=C(F)F,CCOP(=S)(OCC)SCCC(F)=C(F)F,2.636
1789,C(OP(SCCl)(OCC)=S)C,CCOP(=S)(OCC)SCCl,4.525
1790,C(S(CC)(=O)=O)CSP(OCC)(=S)OCC,CCOP(=S)(OCC)SCCS(=O)(=O)CC,4.611000000000001
1791,C(CSP(OCC)(OCC)=S)S(=O)CC,CCOP(=S)(OCC)SCCS(=O)CC,4.919
1792,C(C)OP(=S)(OCC)SCCSCC,CCOP(=S)(OCC)SCCSCC,5.1370000000000005
1793,CCOP(OCC)(=S)SCCSCC(=O)NC,CCOP(=S)(OCC)SCCSCC(=O)NC,4.246
1794,c1cc2C(N(CSP(=S)(OCC)OCC)C(c2cc1)=O)=O,CCOP(=S)(OCC)SCN1C(=O)c2ccccc2C1=O,3.905
1795,C(N1C(CSC1=O)=O)SP(=S)(OCC)OCC,CCOP(=S)(OCC)SCN1C(=O)CSC1=O,4.137
1796,CCOP(=S)(OCC)SCn1c(=O)oc2cc(ccc21)Cl,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,3.636
1797,c1cc2oc(=O)n(c2cc1)CSP(OCC)(OCC)=S,CCOP(=S)(OCC)SCn1c(=O)oc2ccccc21,3.614
1798,c12ccccc1sc(=O)n2CSP(=S)(OCC)OCC,CCOP(=S)(OCC)SCn1c(=O)sc2ccccc21,3.543
1799,n1nc2c(c(n1CSP(OCC)(=S)OCC)=O)cccc2,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,4.6930000000000005
1800,S(CS(=O)(=O)CC)P(OCC)(OCC)=S,CCOP(=S)(OCC)SCS(=O)(=O)CC,5.235
1801,S=P(SCS(CC)=O)(OCC)OCC,CCOP(=S)(OCC)SCS(=O)CC,5.14
1802,CC(C)(C)SCSP(=S)(OCC)OCC,CCOP(=S)(OCC)SCSC(C)(C)C,5.256
1803,CCOP(SCSC(C)C)(OCC)=S,CCOP(=S)(OCC)SCSC(C)C,5.397
1804,C(SP(=S)(OCC)OCC)Sc1c(Cl)ccc(c1)Cl,CCOP(=S)(OCC)SCSc1cc(Cl)ccc1Cl,3.933
1805,c1cc(SCSP(OCC)(OCC)=S)cc(c1Cl)Cl,CCOP(=S)(OCC)SCSc1ccc(Cl)c(Cl)c1,3.627
1806,c1cc(SCSP(=S)(OCC)OCC)ccc1Cl,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,4.703
1807,CCOP(OCC)(=S)SCSCC,CCOP(=S)(OCC)SCSCC,5.416
1808,c1cccc(CSCSP(OCC)(OCC)=S)c1,CCOP(=S)(OCC)SCSCc1ccccc1,4.73
1809,CCOP(OCC)(SCSCSP(=S)(OCC)OCC)=S,CCOP(=S)(OCC)SCSCSP(=S)(OCC)OCC,4.705
1810,P(OCC)(=S)(SCSP(OCC)(=S)OCC)OCC,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,4.471
1811,CCSP(=S)(OCC)SCC,CCOP(=S)(SCC)SCC,1.818
1812,C(CN(C)C)SP(=O)(OCC)C,CCOP(C)(=O)SCCN(C)C,6.238
1813,S=P(OCC)(C)Oc1ccc2c(cccn2)c1,CCOP(C)(=S)Oc1ccc2ncccc2c1,4.728
1814,O=P(OCC)(Cl)OCC,CCOP(=O)(Cl)OCC,4.196000000000001
1815,S=P(OCC)(Cl)OCC,CCOP(=S)(Cl)OCC,2.148
1816,S=P(Cl)(OCC)Cl,CCOP(=S)(Cl)Cl,2.299
1817,O=P(OCC)(SC)N,CCOP(N)(=O)SC,4.492
1818,CCOP(=O)(O)Sc1ccc(cc1)C,CCOP(=O)(O)Sc1ccc(C)cc1,3.667
1819,C(C)OP(OCC)OC(C(=O)OCC)C(C)=O,CCOC(=O)C(OP(OCC)OCC)C(C)=O,3.18
1820,C(C)OP(OCC)OCC,CCOP(OCC)OCC,1.715
1821,CCOP(OCC)(=S)S,CCOP(=S)(S)OCC,1.616
1822,CCOS(=O)(=O)OCC,CCOS(=O)(=O)OCC,2.244
1823,c1cc(OP(CC)(OC)=O)ccc1C,CCP(=O)(OC)Oc1ccc(C)cc1,2.654
1824,O=P(OC)(Oc1ccc(C#N)cc1)CC,CCP(=O)(OC)Oc1ccc(C#N)cc1,5.46
1825,c1cc(OP(=O)(CC)OC)ccc1[N+]([O-])=O,CCP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,5.212999999999999
1826,CCP(OC)(Oc1ccc(S(=O)(=O)C)cc1)=O,CCP(=O)(OC)Oc1ccc(S(C)(=O)=O)cc1,5.541
1827,COP(CC)(=O)Oc1ccc(cc1)Cl,CCP(=O)(OC)Oc1ccc(Cl)cc1,3.379
1828,C(P(OC(C)C)(Oc1ccc(cc1Cl)[N+]([O-])=O)=S)C,CCP(=S)(Oc1ccc([N+](=O)[O-])cc1Cl)OC(C)C,4.005
1829,c1cc2C(=O)N(C(c2cc1)=O)CSP(CC)(=S)OC(C)C,CCP(=S)(OC(C)C)SCN1C(=O)c2ccccc2C1=O,4.5360000000000005
1830,c1(c(cc(Cl)c(c1)Br)OP(OC)(CC)=S)Cl,CCP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,3.658
1831,[N+](c1ccc(c(Cl)c1)OP(OC)(=S)CC)([O-])=O,CCP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,4.109
1832,C(P(=S)(OC)Sc1ccc(C)cc1)C,CCP(=S)(OC)Sc1ccc(C)cc1,3.423
1833,O(P(Sc1ccc(C(C)(C)C)cc1)(=S)CC)C,CCP(=S)(OC)Sc1ccc(C(C)(C)C)cc1,3.205
1834,COP(CC)(Sc1cc(C)c(cc1)Cl)=S,CCP(=S)(OC)Sc1ccc(Cl)c(C)c1,3.499
1835,O(C)P(CC)(=S)Sc1ccccc1,CCP(=S)(OC)Sc1ccccc1,3.412
1836,CCP(OC)(=S)SCN1C(=O)c2c(C1=O)cccc2,CCP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,4.648
1837,CCP(SCSCSP(CC)(OC)=S)(OC)=S,CCP(=S)(OC)SCSCSP(=S)(CC)OC,4.978
1838,Clc1ccc(SP(CC)(=S)OCC(C)C)cc1,CCP(=S)(OCC(C)C)Sc1ccc(Cl)cc1,3.726
1839,P(SCN1C(c2ccccc2C1=O)=O)(CC)(=S)OCC(C)C,CCP(=S)(OCC(C)C)SCN1C(=O)c2ccccc2C1=O,3.678
1840,c1(ccc(OP(CC)(OCCCl)=S)cc1)C#N,CCP(=S)(OCCCl)Oc1ccc(C#N)cc1,5.1610000000000005
1841,SCC,CCS,1.96
1842,n1(c([N+](=O)[O-])cnc1C)CCS(CC)(=O)=O,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,1.96
1843,C(S(CC)(=O)=O)COP(OC)(OC)=S,CCS(=O)(=O)CCOP(=S)(OC)OC,2.72
1844,S(P(=O)(OC)OC)CCS(CC)(=O)=O,CCS(=O)(=O)CCSP(=O)(OC)OC,3.908
1845,O(C)P(OC)(=O)SC(C)CS(=O)CC,CCS(=O)CC(C)SP(=O)(OC)OC,3.403
1846,S(CC)(=O)CCOP(OC)(=O)OC=C(Cl)Cl,CCS(=O)CCOP(=O)(OC)OC=C(Cl)Cl,3.452
1847,C(S(=O)CCOP(=S)(OC)OC)C,CCS(=O)CCOP(=S)(OC)OC,2.613
1848,S(=O)(CC)CCSP(OC)(=O)OC,CCS(=O)CCSP(=O)(OC)OC,3.914
1849,P(=S)(OC)(SCCS(CC)=O)OC,CCS(=O)CCSP(=S)(OC)OC,3.419
1850,C(C)(OP(=S)(OC(C)C)SCS(CC)=O)C,CCS(=O)CSP(=S)(OC(C)C)OC(C)C,4.086
1851,C(CN(C(SCC)=O)CC(C)C)(C)C,CCSC(=O)N(CC(C)C)CC(C)C,1.735
1852,C(=O)(N(C1CCCCC1)CC)SCC,CCSC(=O)N(CC)C1CCCCC1,2.108
1853,C(SC(=O)N(CC)CC)C,CCSC(=O)N(CC)CC,2.605
1854,N1(C(SCC)=O)CCCCCC1,CCSC(=O)N1CCCCCC1,2.7060000000000004
1855,C(SC(NC1CCCCC1)=O)C,CCSC(=O)NC1CCCCC1,1.825
1856,c1c(c(OC(SCC)=O)c([N+]([O-])=O)cc1[N+]([O-])=O)C(CC)C,CCSC(=O)Oc1c(C(C)CC)cc([N+](=O)[O-])cc1[N+](=O)[O-],3.349
1857,C(C)SC(N(C)C)=S,CCSC(=S)N(C)C,2.434
1858,c1(c(OC(NC)=O)cccc1)C(SCC)SCC,CCSC(SCC)c1ccccc1OC(=O)NC,2.757
1859,n1c(SCC)nc(nc1NC(C)C)NC(C)C,CCSc1nc(NC(C)C)nc(NC(C)C)n1,1.816
1860,c1cc(c(cc1)OC(NC)=O)CSCC,CCSCc1ccccc1OC(=O)NC,3.052
1861,C(CSCC)Cl,CCSCCCl,2.694
1862,C(COC=C)SCC,C=COCCSCC,1.429
1863,O(P(=S)(OC)OCCSCC)C,CCSCCOP(=S)(OC)OC,3.487
1864,S(CC)CCSP(OC)(OC)=O,CCSCCSP(=O)(OC)OC,3.76
1865,CCSCCSP(OC)(=S)OC,CCSCCSP(=S)(OC)OC,3.789
1866,CCSP(CC)(SCC)=O,CCSP(=O)(CC)SCC,3.82
1867,CCSP(=O)(SCC)CCl,CCSP(=O)(CCl)SCC,3.796
1868,C(C)SP(SCC)SCC,CCSP(SCC)SCC,2.781
1869,[Si](Cl)(Cl)(C=C)Cl,C=C[Si](Cl)(Cl)Cl,2.101
1870,c1c(cccc1)[Si](Cl)(Cl)Cl,Cl[Si](Cl)(Cl)c1ccccc1,1.947
1871,C(CCC#N)[Si](Cl)(Cl)Cl,N#CCCC[Si](Cl)(Cl)Cl,1.855
1872,ClC(=C(Cl)C(=C)Cl)Cl,C=C(Cl)C(Cl)=C(Cl)Cl,2.659
1873,C=C(Cl)C=C,C=CC(=C)Cl,2.294
1874,c1([N+](=O)[O-])ccc(cc1)C(=C)Cl,C=C(Cl)c1ccc([N+](=O)[O-])cc1,2.4130000000000003
1875,C(Br)C(Br)C(=O)Cl,O=C(Cl)C(Br)CBr,2.319
1876,C(Cl)(C(Cl)(Cl)Cl)=O,O=C(Cl)C(Cl)(Cl)Cl,2.482
1877,O=C(C=CC(Cl)=O)Cl,O=C(Cl)C=CC(=O)Cl,2.276
1878,O=C(c1cc(ccc1)C(=O)Cl)Cl,O=C(Cl)c1cccc(C(=O)Cl)c1,1.965
1879,O=[N+](c1cccc(c1)C(Cl)=O)[O-],O=C(Cl)c1cccc([N+](=O)[O-])c1,1.878
1880,O=C(Cl)Oc1c2ccccc2ccc1,O=C(Cl)Oc1cccc2ccccc12,1.909
1881,ClC(=O)OCC=C,C=CCOC(=O)Cl,2.694
1882,C(Br)(Cl)Br,ClC(Br)Br,2.39
1883,N#CC(Cl)(Cl)Cl,N#CC(Cl)(Cl)Cl,2.762
1884,ClC(C(C(Cl)(Cl)Cl)=O)(Cl)Cl,O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,3.043
1885,ClC(C(Cl)(Cl)Cl)(Cl)Cl,ClC(Cl)(Cl)C(Cl)(Cl)Cl,1.725
1886,O=CNC(C(Cl)(Cl)Cl)N1CCN(CC1)C(C(Cl)(Cl)Cl)NC=O,O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,1.86
