,rand_smi,cano_smi,Y
3477,c1(Cl)ccc2c(cc(n(c2c1)C)=O)SCC(=O)OCC,CCOC(=O)CSc1cc(=O)n(C)c2cc(Cl)ccc12,1
3478,c1cc(ccc1Cl)-n1c(c2c(nc1N1CCCC1)cccc2)=O,O=c1c2ccccc2nc(N2CCCC2)n1-c1ccc(Cl)cc1,1
3479,c12ccc3nc(NC(c4ccc5c(OCCO5)c4)=O)sc3c1nc(C)s2,Cc1nc2c(ccc3nc(NC(=O)c4ccc5c(c4)OCCO5)sc32)s1,1
3480,c1(n(nc2CS(=O)(Cc12)=O)-c1ccc(cc1)F)NC(C12CC3CC(CC(C3)C2)C1)=O,O=C(Nc1c2c(nn1-c1ccc(F)cc1)CS(=O)(=O)C2)C12CC3CC(CC(C3)C1)C2,0
3481,c1(C)c(S(=O)(N2CCC(CC2)c2nc3c(nnn3Cc3ccc(cc3)F)c(=O)[nH]2)=O)cc(C)cc1,Cc1ccc(C)c(S(=O)(=O)N2CCC(c3nc4c(nnn4Cc4ccc(F)cc4)c(=O)[nH]3)CC2)c1,1
3482,Cl.c1(C)nc2nc(C)c(c(C)n2n1)CCC(NCCCN1CCN(CC1)c1cc(Cl)ccc1)=O,Cc1nc2nc(C)c(CCC(=O)NCCCN3CCN(c4cccc(Cl)c4)CC3)c(C)n2n1.Cl,0
3483,c1c2c(=O)n(cnc2n(n1)-c1ccc(C)cc1)CC(=O)NCC1OCCC1,Cc1ccc(-n2ncc3c(=O)n(CC(=O)NCC4CCCO4)cnc32)cc1,0
3484,Cl.c1(C)nn2c(nc(C)c(c2C)CCC(=O)NC(c2ccc3c(c2)OCCO3)C)n1,Cc1nc2nc(C)c(CCC(=O)NC(C)c3ccc4c(c3)OCCO4)c(C)n2n1.Cl,0
3485,c1(OC)c(c(OC)c(CCNC(=O)CCCc2noc(-c3ccc(OCC)cc3)c2)cc1)OC,CCOc1ccc(-c2cc(CCCC(=O)NCCc3ccc(OC)c(OC)c3OC)no2)cc1,1
3486,C1(C)CCCC(C)N1CCNC(Cn1c(=O)ccc(n1)-c1ccccc1)=O,CC1CCCC(C)N1CCNC(=O)Cn1nc(-c2ccccc2)ccc1=O,0
3487,C1COC2(CCN(S(=O)(=O)N3CCC(C(=O)NCCOC)CC3)CC2)O1,COCCNC(=O)C1CCN(S(=O)(=O)N2CCC3(CC2)OCCO3)CC1,0
3488,C1(CCCCC1)C(Nc1c(oc2ccc(OC)cc2c1)=O)=O,COc1ccc2oc(=O)c(NC(=O)C3CCCCC3)cc2c1,0
3489,c1cccc(c1)CN1CCN(CCCNC(C2CCN(S(N3CCCC3)(=O)=O)CC2)=O)CC1,O=C(NCCCN1CCN(Cc2ccccc2)CC1)C1CCN(S(=O)(=O)N2CCCC2)CC1,0
3490,CCC(NC(=O)c1cnn2c(c3c(nc12)CCCC3)C)C,CCC(C)NC(=O)c1cnn2c(C)c3c(nc12)CCCC3,0
3491,O=C1N(c2noc(c2)C)C(N2C1CCC2)c1cc(c(c(c1)OC)OC)OC,COc1cc(C2N(c3cc(C)on3)C(=O)C3CCCN32)cc(OC)c1OC,0
3492,C(N(CCCNC(=O)CC1C(=O)Nc2c(cccc2)S1)CC)C,CCN(CC)CCCNC(=O)CC1Sc2ccccc2NC1=O,0
3493,c1c2c(cc3c(oc(c3)C(NCc3cc4OCOc4cc3)=O)n2)ccc1OC,COc1ccc2cc3cc(C(=O)NCc4ccc5c(c4)OCO5)oc3nc2c1,1
3494,O=S(=O)(N1CCOCC1)c1c(C#N)c(C)c(Cl)c(n1)C,Cc1nc(S(=O)(=O)N2CCOCC2)c(C#N)c(C)c1Cl,0
3495,C1C2CC3CC(C2)CC1(CNC(c1nn2c(c1)NC(c1occc1)CC2C(F)(F)F)=O)C3,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc2n(n1)C(C(F)(F)F)CC(c1ccco1)N2,1
3496,C1CCCCN(c2nc(nc(-n3cncc3)n2)-c2ccccc2)C1,c1ccc(-c2nc(N3CCCCCC3)nc(-n3ccnc3)n2)cc1,1
3497,c1(occc1)CN1C(=O)CN(C2CCCC2)C(C1c1cc(c(cc1)OC(C)C)OC)=O,COc1cc(C2C(=O)N(C3CCCC3)CC(=O)N2Cc2ccco2)ccc1OC(C)C,1
3498,c1c(-n2c(SCC(Nc3ccccc3)=O)ncc2)ccc(OC)c1,COc1ccc(-n2ccnc2SCC(=O)Nc2ccccc2)cc1,1
3499,C(CC(Nc1c(OC)cccc1)=O)c1c(c(C#N)c(=O)[nH]c1C)C,COc1ccccc1NC(=O)CCc1c(C)[nH]c(=O)c(C#N)c1C,0
3500,c1c2oc(CCc3ccccc3)nc2cc(c1)N,Nc1ccc2oc(CCc3ccccc3)nc2c1,1
3501,O=C(C1C(NC(NC1(O)C(F)(F)F)=O)c1cc(F)ccc1)C,CC(=O)C1C(c2cccc(F)c2)NC(=O)NC1(O)C(F)(F)F,0
3502,N(=C/c1cc2c(cc1)n(C)c(=O)n2C)\n1cnnc1,Cn1c(=O)n(C)c2cc(/C=N/n3cnnc3)ccc21,1
3503,C1C(CNC2=CC(OC32CCCCC3)=O)OCC1,O=C1C=C(NCC2CCCO2)C2(CCCCC2)O1,0
3504,c1c(occ1)-c1nc(N2CCN(CC2)C(OCC)=O)nc(c1)C(F)(F)F,CCOC(=O)N1CCN(c2nc(-c3ccco3)cc(C(F)(F)F)n2)CC1,1
3505,C(=O)(CCn1c(ccc(n1)-c1ccc(cc1)Cl)=O)NCCOC,COCCNC(=O)CCn1nc(-c2ccc(Cl)cc2)ccc1=O,0
3506,N(C(=O)c1c2ccccc2c(=O)[nH]n1)CCCN1CCC(C)CC1,CC1CCN(CCCNC(=O)c2n[nH]c(=O)c3ccccc23)CC1,0
3507,c1c(c(ccc1-c1cc(C(F)(F)F)nc(NC2CCCC2)n1)OC)OC,COc1ccc(-c2cc(C(F)(F)F)nc(NC3CCCC3)n2)cc1OC,1
3508,O=C(C1CN(S(=O)(=O)c2cccc3c2nsn3)CCC1)N1CC=C(c2ccccc2)CC1,O=C(C1CCCN(S(=O)(=O)c2cccc3nsnc23)C1)N1CC=C(c2ccccc2)CC1,1
3509,N1(CC(=O)O)C(N(CC1)Cc1cc(C)ccc1)=O,Cc1cccc(CN2CCN(CC(=O)O)C2=O)c1,0
3510,C(CC)COC(=O)C1=C(C)Nc2n(C1c1c(ccc(c1)OC)OC)ncn2,CCCCOC(=O)C1=C(C)Nc2ncnn2C1c1cc(OC)ccc1OC,1
3511,c1(ccccc1OC)Cn1nnc2c(=O)[nH]c(nc12)C1CCN(CC1)C(c1ccc(F)cc1)=O,COc1ccccc1Cn1nnc2c(=O)[nH]c(C3CCN(C(=O)c4ccc(F)cc4)CC3)nc21,1
3512,c1(cc2C(CC3(Oc2cc1)CCN(C(C)=O)CC3)=O)OCC(N1CCN(C)CC1)=O,CC(=O)N1CCC2(CC1)CC(=O)c1cc(OCC(=O)N3CCN(C)CC3)ccc1O2,0
3513,c1(nc(cc(C)n1)OC)N(CCC)S(c1ccccc1)(=O)=O,CCCN(c1nc(C)cc(OC)n1)S(=O)(=O)c1ccccc1,0
3514,c1(c(c(ccc1)F)NC(=O)CCN1C(=O)C2C3C=CC(C2C1=O)C3)F,O=C(CCN1C(=O)C2C3C=CC(C3)C2C1=O)Nc1c(F)cccc1F,0
3515,C1CC(C(=O)O)CCN1c1ncccn1,O=C(O)C1CCN(c2ncccn2)CC1,0
3516,c1cccc(c1NC(=O)Nc1sccc1)C#N,N#Cc1ccccc1NC(=O)Nc1cccs1,0
3517,O(C)c1ccc(cc1)N1C(=O)CCC(C1c1ccc(cc1)F)C(NCCN(CC)CC)=O,CCN(CC)CCNC(=O)C1CCC(=O)N(c2ccc(OC)cc2)C1c1ccc(F)cc1,0
3518,c1(ccc(cc1)C)CCN1C(CC(C1)C(NC1CCCC1)=O)=O,Cc1ccc(CCN2CC(C(=O)NC3CCCC3)CC2=O)cc1,0
3519,c1cc(OC)cc(c1)Nc1ncc(c2ccccc21)C(O)=O,COc1cccc(Nc2ncc(C(=O)O)c3ccccc23)c1,0
3520,O1CCN(CC1)C(C1CN(S(=O)(CCC)=O)CCC1)=O,CCCS(=O)(=O)N1CCCC(C(=O)N2CCOCC2)C1,0
3521,c1ccc(CNC(CCc2c(n3c(nc2C)ncn3)C)=O)o1,Cc1nc2ncnn2c(C)c1CCC(=O)NCc1ccco1,0
3522,Cc1nc2nc(SCC)nn2c(C)c1,CCSc1nc2nc(C)cc(C)n2n1,0
3523,C(CCC)CC(Nc1cccc(c1)-c1oc2c(nccc2)n1)=O,CCCCCC(=O)Nc1cccc(-c2nc3ncccc3o2)c1,1
3524,C1CN(c2c(cccc2)F)CCN1CCC(=O)Nc1c(cccc1)F,O=C(CCN1CCN(c2ccccc2F)CC1)Nc1ccccc1F,1
3525,O=S(c1cccc2nsnc12)(N1CCCC1)=O,O=S(=O)(c1cccc2nsnc12)N1CCCC1,1
3526,c1cc(CN2C(CCC2=O)C(NCCCOC)=O)c(cc1)Cl,COCCCNC(=O)C1CCC(=O)N1Cc1ccccc1Cl,1
3527,C1CCN(CC1)S(=O)(c1cc(C(=O)O)c(F)cc1)=O,O=C(O)c1cc(S(=O)(=O)N2CCCCC2)ccc1F,0
3528,c1nn(c(c2sccc21)=O)CC(=O)N1CCC2(CC1)OCCO2,O=C(Cn1ncc2ccsc2c1=O)N1CCC2(CC1)OCCO2,0
3529,c1ccc2OCC(Oc2c1)CNC(Cc1c(C(O)=O)n(c2ccccc12)C)=O,Cn1c(C(=O)O)c(CC(=O)NCC2COc3ccccc3O2)c2ccccc21,1
3530,c1(Cc2n(C)ccc2)n(CCc2ccccc2)c(SCC(Nc2ccc(cc2OC)OC)=O)nn1,COc1ccc(NC(=O)CSc2nnc(Cc3cccn3C)n2CCc2ccccc2)c(OC)c1,1
3531,c1cc(S(=O)(=O)NC(C(N2CCC(CC2)C)=O)c2ccccc2)c2nsnc2c1,CC1CCN(C(=O)C(NS(=O)(=O)c2cccc3nsnc23)c2ccccc2)CC1,1
3532,c1c(OC)ccc(N2CCN(CCNC(=O)c3c(C)oc(cc3C)=O)CC2)c1,COc1ccc(N2CCN(CCNC(=O)c3c(C)cc(=O)oc3C)CC2)cc1,0
3533,c1(nc(nc(n1)-n1ccnc1)N(C)c1ccccc1)-n1ccnc1,CN(c1ccccc1)c1nc(-n2ccnc2)nc(-n2ccnc2)n1,1
3534,n1[nH]c(c2c1nc(SC(C(NCCOC)=O)CC)n(-c1cc(ccc1)Cl)c2=N)C,CCC(Sc1nc2n[nH]c(C)c2c(=N)n1-c1cccc(Cl)c1)C(=O)NCCOC,1
3535,c1cccc(c1NC(CCn1c(=O)oc2c1cccc2)=O)OCC,CCOc1ccccc1NC(=O)CCn1c(=O)oc2ccccc21,0
3536,CCOC(=O)N(c1ccccc1)P1(OCC(O1)C)=S,CCOC(=O)N(c1ccccc1)P1(=S)OCC(C)O1,1
3537,O=C(N1CCC(C(=O)OCC)CC1)C1CCN(CC1)S(=O)(N1CCCC1)=O,CCOC(=O)C1CCN(C(=O)C2CCN(S(=O)(=O)N3CCCC3)CC2)CC1,0
3538,S(=O)(N1CCCC1)(=O)N1CCC(C(=O)NC2CCN(C(=O)OCC)CC2)CC1,CCOC(=O)N1CCC(NC(=O)C2CCN(S(=O)(=O)N3CCCC3)CC2)CC1,0
3539,s1cccc1-c1nc(c(C)o1)CS(=O)CC(NCCCOC(C)C)=O,Cc1oc(-c2cccs2)nc1CS(=O)CC(=O)NCCCOC(C)C,0
3540,C(=O)(NCC1CCCN1CC)c1c(cc(c(c1)NC(=O)C)N(C)C)OC,CCN1CCCC1CNC(=O)c1cc(NC(C)=O)c(N(C)C)cc1OC,0
3541,O=C(NCc1ccccc1C(F)(F)F)c1cnn2c(C(F)F)cc(nc12)C,Cc1cc(C(F)F)n2ncc(C(=O)NCc3ccccc3C(F)(F)F)c2n1,0
3542,c1cc(NC(NCCOC(=O)Nc2sc(=S)n(c2C)C)=O)ccc1,Cc1c(NC(=O)OCCNC(=O)Nc2ccccc2)sc(=S)n1C,1
3543,c1(ccc(F)cc1)S(=O)(NCc1ccc(C(=O)N2CCCC2)cc1)=O,O=C(c1ccc(CNS(=O)(=O)c2ccc(F)cc2)cc1)N1CCCC1,1
3544,c1cc(N2C(=O)OC(C2(C)O)(C)C)ncc1,CC1(C)OC(=O)N(c2ccccn2)C1(C)O,0
3545,O1CCN(CC1)CCCNC(CSc1cc(=O)n(c2c1ccc(Cl)c2)C)=O,Cn1c(=O)cc(SCC(=O)NCCCN2CCOCC2)c2ccc(Cl)cc21,0
3546,c1c(-n2c(SCC(=O)Nc3c(OC)cc(cc3)OC)ncc2)ccc(OC)c1,COc1ccc(-n2ccnc2SCC(=O)Nc2ccc(OC)cc2OC)cc1,1
3547,O(C)c1cc2cc3cc(C(NCc4sccc4)=O)oc3nc2cc1,COc1ccc2nc3oc(C(=O)NCc4cccs4)cc3cc2c1,0
3548,CC(C1CCC2(CC1)NC(CO)(CO)CO2)(C)C,CC(C)(C)C1CCC2(CC1)NC(CO)(CO)CO2,0
3549,S(=O)(=O)(N1CCC2(CC1)OCCO2)N1CCC(C(N2CC(C(OCC)=O)CCC2)=O)CC1,CCOC(=O)C1CCCN(C(=O)C2CCN(S(=O)(=O)N3CCC4(CC3)OCCO4)CC2)C1,0
3550,c1(c2N(C(=O)C)CCc2cc(c1)Br)S(=O)(=O)N1CCN(C(c2ccco2)=O)CC1,CC(=O)N1CCc2cc(Br)cc(S(=O)(=O)N3CCN(C(=O)c4ccco4)CC3)c21,1
3551,C(COC)CNC(=O)C1C2C(N(Cc3ccc(C)cc3)CC32OC1C=C3)=O,COCCCNC(=O)C1C2C=CC3(CN(Cc4ccc(C)cc4)C(=O)C13)O2,0
3552,c1c(cc(C)c(c1)C)NC(=O)N(C(c1ccco1)C)Cc1ccco1,Cc1ccc(NC(=O)N(Cc2ccco2)C(C)c2ccco2)cc1C,1
3553,C1(NC(=C(C#N)C(C=1C(C)=O)c1c(cccc1)F)SCC(OCC)=O)C,CCOC(=O)CSC1=C(C#N)C(c2ccccc2F)C(C(C)=O)=C(C)N1,1
3554,n1cccc(-c2oc3cc(C)ccc3n2)c1,Cc1ccc2nc(-c3cccnc3)oc2c1,1
3555,N(C(=O)C1C(C2C=CC1O2)C(=O)O)C1CCCc2ccccc12,O=C(O)C1C2C=CC(O2)C1C(=O)NC1CCCc2ccccc21,0
3556,c1c(CNC(C2CN(C(=O)C2)c2ccc(cc2)OCC)=O)cc(C)cc1,CCOc1ccc(N2CC(C(=O)NCc3cccc(C)c3)CC2=O)cc1,1
3557,Brc1ccc(cc1)C(NC(C)=O)NC(=O)C,CC(=O)NC(NC(C)=O)c1ccc(Br)cc1,0
3558,C1N(C(CC1C(=O)NCCCOC)=O)CCc1ccc(c(c1)OC)OC,COCCCNC(=O)C1CC(=O)N(CCc2ccc(OC)c(OC)c2)C1,0
3559,N#C/C(C(=O)OCC)=C1\C=CN(C)C=N1,CCOC(=O)/C(C#N)=C1/C=CN(C)C=N1,0
3560,N1(C(C2C3CC(C=C3)C2C1=O)=O)c1cc(C(Nc2ccc(N(C)C)cc2)=O)ccc1,CN(C)c1ccc(NC(=O)c2cccc(N3C(=O)C4C5C=CC(C5)C4C3=O)c2)cc1,0
3561,o1c(ccc1)-c1cc(nc(n1)NCc1sccc1)C(F)(F)F,FC(F)(F)c1cc(-c2ccco2)nc(NCc2cccs2)n1,1
3562,c1(ccc(OC)cc1)N(CC(Nc1cc(C)ccc1)=O)S(=O)(c1c(C)[nH]nc1C)=O,COc1ccc(N(CC(=O)Nc2cccc(C)c2)S(=O)(=O)c2c(C)n[nH]c2C)cc1,1
3563,N(C1c2c(cccn2)C(N1Cc1ccc(cc1)F)=O)c1ccc(cc1)C,Cc1ccc(NC2c3ncccc3C(=O)N2Cc2ccc(F)cc2)cc1,1
3564,c1(cc(NC(Cn2c3c(c4n(c2=O)nc(CCn2c(C)cc(n2)C)n4)cccc3)=O)ccc1)C,Cc1cccc(NC(=O)Cn2c(=O)n3nc(CCn4nc(C)cc4C)nc3c3ccccc32)c1,1
3565,C12C3C(C(=O)N(CC(=O)Nc4c(n(C)n(c4=O)-c4ccccc4)C)C3=O)C(C=C2)C1,Cc1c(NC(=O)CN2C(=O)C3C4C=CC(C4)C3C2=O)c(=O)n(-c2ccccc2)n1C,0
3566,c1c2c([nH]c(=S)n(CCN3CCCCC3CC)c2=O)cc(OC)c1OC,CCC1CCCCN1CCn1c(=S)[nH]c2cc(OC)c(OC)cc2c1=O,0
3567,C(C)C(=O)N(C(=O)CC)n1c(nc2ccccc12)-c1nonc1NC(CC)=O,CCC(=O)Nc1nonc1-c1nc2ccccc2n1N(C(=O)CC)C(=O)CC,1
3568,C1CN(CCN1c1ncccn1)c1ncc(c2ccccc21)C(=O)N1CCN(c2ccccn2)CC1,O=C(c1cnc(N2CCN(c3ncccn3)CC2)c2ccccc12)N1CCN(c2ccccn2)CC1,1
3569,C12CC(C3C1C(N(c1[nH]ncn1)C3=O)=O)C=C2,O=C1C2C3C=CC(C3)C2C(=O)N1c1ncn[nH]1,0
3570,C1(=O)CCCN1CN(C(c1ccc(F)cc1)=O)c1cc(on1)C,Cc1cc(N(CN2CCCC2=O)C(=O)c2ccc(F)cc2)no1,0
3571,c1cc(C)c(-n2c(NC(c3ccc(S(=O)(N(C)C)=O)cc3)=O)c3c(n2)CSC3)cc1,Cc1ccccc1-n1nc2c(c1NC(=O)c1ccc(S(=O)(=O)N(C)C)cc1)CSC2,1
3572,c12c(c(sc1nc(n(c2=O)C)C)C(=O)O)C,Cc1c(C(=O)O)sc2nc(C)n(C)c(=O)c12,0
3573,c1c(S(=O)(N2CCCC(CO)C2)=O)ccc(c1)F,O=S(=O)(c1ccc(F)cc1)N1CCCC(CO)C1,0
3574,C1COCCN1C(P(N1CCOCC1)(=O)N1CCOCC1)c1ccc2OCOc2c1,O=P(C(c1ccc2c(c1)OCO2)N1CCOCC1)(N1CCOCC1)N1CCOCC1,0
3575,c1ccccc1CN(CCNC(C1CCCN(S(=O)(CCC)=O)C1)=O)C,CCCS(=O)(=O)N1CCCC(C(=O)NCCN(C)Cc2ccccc2)C1,0
3576,C(NC1CCCC1)(C(C)(CC)N(c1ccccc1)C(c1ncccc1)=O)=O,CCC(C)(C(=O)NC1CCCC1)N(C(=O)c1ccccn1)c1ccccc1,0
3577,c1ccc(c(c1)Cl)C(=O)N1CC(c2nc3n(nnc3c([nH]2)=O)Cc2cc(ccc2)OC)CCC1,COc1cccc(Cn2nnc3c(=O)[nH]c(C4CCCN(C(=O)c5ccccc5Cl)C4)nc32)c1,1
3578,C1CCN(S(=O)(=O)CCC)CC1C(N1CCN(CC1)C(OCC)=O)=O,CCCS(=O)(=O)N1CCCC(C(=O)N2CCN(C(=O)OCC)CC2)C1,0
3579,Fc1c(c(ccc1)F)C(=O)N1CCN(CC1)c1c(F)cccc1,O=C(c1c(F)cccc1F)N1CCN(c2ccccc2F)CC1,1
3580,C(N1C(=O)CC(C(=O)NCCCC)C1)CC(C)C,CCCCNC(=O)C1CC(=O)N(CCC(C)C)C1,0
3581,N1(CCN(CC1)C)CCCNC(=O)C1CCN(CC1)c1sc(-n2cccc2)nn1,CN1CCN(CCCNC(=O)C2CCN(c3nnc(-n4cccc4)s3)CC2)CC1,0
3582,c1cc2nsnc2c(S(=O)(NC(C(=O)Nc2ccccn2)c2ccccc2)=O)c1,O=C(Nc1ccccn1)C(NS(=O)(=O)c1cccc2nsnc12)c1ccccc1,1
3583,c1c(-n2c(CNC(=O)c3cc(OC)c(OC)c(OC)c3)n[nH]c2=S)ccc(OC)c1,COc1ccc(-n2c(CNC(=O)c3cc(OC)c(OC)c(OC)c3)n[nH]c2=S)cc1,0
3584,c1(c2CC(Cc2nc(n1)N)C(=C)C)C,C=C(C)C1Cc2nc(N)nc(C)c2C1,0
3585,C1(C(=O)NCCCOC(C)C)CN(CCC1)S(=O)(=O)CC,CCS(=O)(=O)N1CCCC(C(=O)NCCCOC(C)C)C1,0
3586,C(CN1CCCC1)NC(CCS(=O)(=O)Cc1ccc(C)cc1)=O,Cc1ccc(CS(=O)(=O)CCC(=O)NCCN2CCCC2)cc1,0
3587,N1(CC(CCC1)C(=O)OCC)c1c2cnn(-c3ccc(cc3)Cl)c2ncn1,CCOC(=O)C1CCCN(c2ncnc3c2cnn3-c2ccc(Cl)cc2)C1,1
3588,C(NCc1n(ccc1)C)(Nc1ccc(OC)cc1OC)=O,COc1ccc(NC(=O)NCc2cccn2C)c(OC)c1,0
3589,C1CN(S(=O)(C)=O)CC(C1)C(N1CCC2(OCCO2)CC1)=O,CS(=O)(=O)N1CCCC(C(=O)N2CCC3(CC2)OCCO3)C1,0
3590,CCOC(c1nc(C(=O)OCC)ccc1)=O,CCOC(=O)c1cccc(C(=O)OCC)n1,0
3591,N(c1ccc(S(=O)(N2CCCCCC2)=O)cc1)C(CCc1c(n2c(nc1C)ncn2)C)=O,Cc1nc2ncnn2c(C)c1CCC(=O)Nc1ccc(S(=O)(=O)N2CCCCCC2)cc1,1
3592,c1ccc(cc1)CC(NC(C)CP(O)(O)=O)=O,CC(CP(=O)(O)O)NC(=O)Cc1ccccc1,0
3593,c1(cccc(c1)OC)C1=NOC(C(=O)NCc2ccccc2)C1,COc1cccc(C2=NOC(C(=O)NCc3ccccc3)C2)c1,0
3594,OC(c1ccn(n1)COc1ccc(Cl)c(c1)C)=O,Cc1cc(OCn2ccc(C(=O)O)n2)ccc1Cl,0
3595,C1C(C)CC(C)CN1CCCNC(=O)C1CN(c2sc(N3CCCC3=O)nn2)CCC1,CC1CC(C)CN(CCCNC(=O)C2CCCN(c3nnc(N4CCCC4=O)s3)C2)C1,0
3596,c1ccnc2nc(cn12)-c1cc(c(OC)cc1)NC(CCC)=O,CCCC(=O)Nc1cc(-c2cn3cccnc3n2)ccc1OC,0
3597,Cl.c1c(-c2oc(c(C)[n+]2[O-])C)cc(Cl)cc1,Cc1oc(-c2cccc(Cl)c2)[n+]([O-])c1C.Cl,0
3598,C(CNC(=O)C1CCN(CC1)S(=O)(CC)=O)CN(c1cccc(c1)C)CC,CCN(CCCNC(=O)C1CCN(S(=O)(=O)CC)CC1)c1cccc(C)c1,0
3599,C(n1nc(-c2ccc(cc2)C)ccc1=O)C(=O)NCCCN1CCN(CC1)CCC,CCCN1CCN(CCCNC(=O)Cn2nc(-c3ccc(C)cc3)ccc2=O)CC1,0
3600,c1cc(ccc1)C[C@@]1(c2cccnc2)C(=O)NC(N1)=O,O=C1NC(=O)[C@@](Cc2ccccc2)(c2cccnc2)N1,0
3601,OC(CN(CC(O)=O)C(C)C)=O,CC(C)N(CC(=O)O)CC(=O)O,0
3602,C(C(=O)O)N(CC(O)=O)CC,CCN(CC(=O)O)CC(=O)O,0
3603,CC(C)(CO[C@@H]1[C@]2(CC[C@@H](C2(C)C)C1)C)N,CC(C)(N)CO[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C,0
3604,c12cnn(c2ncnc1Cl)C,Cn1ncc2c(Cl)ncnc21,0
3605,c1cc2n[nH]c(C[C@@H](C(=O)O)N)c2cc1,N[C@@H](Cc1[nH]nc2ccccc12)C(=O)O,0
3606,[O-][N+](C(C)(C)CO[C@H]1C[C@@H]2C([C@]1(C)CC2)(C)C)=O,CC(C)(CO[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C)[N+](=O)[O-],0
3607,[C@H]1(O)CC[C@]2(C)[C@@H]3[C@@H](C(=O)C[C@H]2C1(C)C)[C@@]1([C@@]([C@@H]([C@H](C)CCC(O)=O)CC1)(C)CC3=O)C,C[C@H](CCC(=O)O)[C@H]1CC[C@]2(C)[C@@H]3C(=O)C[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@@]12C,0
3608,[C@H](CO)(O)[C@@H](O)[C@@H](O)[C@@H]1OC([C@H]([C@@H]1O)O)=O,O=C1O[C@@H]([C@H](O)[C@H](O)[C@H](O)CO)[C@@H](O)[C@@H]1O,0
3609,C(CCc1ccc2ccc3ccccc3c2c1)(NN)=O,NNC(=O)CCc1ccc2ccc3ccccc3c2c1,1
3610,c1ccc(N=Nc2ccc(cc2)S(=O)(O)=O)cc1,O=S(=O)(O)c1ccc(N=Nc2ccccc2)cc1,0
3611,O=C(O)[C@@H](O)[C@H]([C@H](O)[C@@H](CO)O)O,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0
3612,C(=S)=N.N=C=S.SC#N.[Cu].[NH2-].[NH2-].[NH2-].[NH2-].c1cccc2cccnc21,N#CS.N=C=S.N=C=S.[Cu].[NH2-].[NH2-].[NH2-].[NH2-].c1ccc2ncccc2c1,1
3613,CCN(C[C@@H](O)c1ccc2c(c3ccccc3cc2)c1)CC,CCN(CC)C[C@@H](O)c1ccc2ccc3ccccc3c2c1,0
3614,c1c(O)c(C(C)C)cc(c1C)C1(c2c(C)cc(O)c(c2)C(C)C)c2ccccc2C(O1)=O,Cc1cc(O)c(C(C)C)cc1C1(c2cc(C(C)C)c(O)cc2C)OC(=O)c2ccccc21,1
3615,OC(=O)[C@H](C(NO)=O)Cc1c[nH]c2c1cccc2,O=C(O)[C@@H](Cc1c[nH]c2ccccc12)C(=O)NO,0
3616,OC(CC(C(O)=O)CC(O)=O)=O,O=C(O)CC(CC(=O)O)C(=O)O,0
3617,c12ccccc1nccc2C[n+]1cc2c(cc1)cccc2,c1ccc2c[n+](Cc3ccnc4ccccc34)ccc2c1,0
3618,O(Cc1ccccc1)[C@H]1OC[C@H](O)[C@@H]([C@@H]1O)O,O[C@@H]1[C@@H](OCc2ccccc2)OC[C@H](O)[C@@H]1O,0
3619,O=S(=O)(CCCc1cccc2c1cccc2)O,O=S(=O)(O)CCCc1cccc2ccccc12,0
3620,C(SCCO)CCO,OCCCSCCO,0
3621,c1(O)cc(c(O)cc1-c1cc(O)c(C)cc1O)C,Cc1cc(O)c(-c2cc(O)c(C)cc2O)cc1O,1
3622,c1(C)[o+]c(C)cc(c1)SCC(=O)c1ccc(cc1)Br,Cc1cc(SCC(=O)c2ccc(Br)cc2)cc(C)[o+]1,1
3623,[C@]12(Cl)[C@H](C[C@@H]3[C@](C(=O)O)(CCC[C@]3([C@H]2CC[C@@](C(C)C)([C@@H]1Cl)Cl)C)C)Cl,CC(C)[C@]1(Cl)CC[C@@H]2[C@]3(C)CCC[C@@](C)(C(=O)O)[C@H]3C[C@H](Cl)[C@@]2(Cl)[C@H]1Cl,0
3624,OC(CC1(CC(=O)O)CCC[C@H](C1)C)=O,C[C@@H]1CCCC(CC(=O)O)(CC(=O)O)C1,0
3625,c1(cc2c(cccc2)cc1)CCCC(O)=O,O=C(O)CCCc1ccc2ccccc2c1,0
3626,S(=O)(=O)(c1ccc(C)cc1)O.c1(ccccc1)C(c1ccccc1)SC(N)=N,Cc1ccc(S(=O)(=O)O)cc1.N=C(N)SC(c1ccccc1)c1ccccc1,0
3627,c1cc(cc(c1Cl)Cl)C[n+]1cccc([C@H]2CCC[N@@+]2(C)Cc2cc(c(cc2)Cl)Cl)c1,C[N@@+]1(Cc2ccc(Cl)c(Cl)c2)CCC[C@@H]1c1ccc[n+](Cc2ccc(Cl)c(Cl)c2)c1,0
3628,c1cncc(c1)[C@@H]1[N@@+](CCC1)(CC[N@+]1(CCC[C@H]1c1cccnc1)C)C,C[N@@+]1(CC[N@@+]2(C)CCC[C@H]2c2cccnc2)CCC[C@@H]1c1cccnc1,0
